signal_number;date;side;signal;text;sources;;;;;;;;;;;;;;;;;;;;;
295;7 November 2023;R;R5;Russia officially withdraws from the CFE treaty.;"""Foreign Ministry statement on the completion of the procedure for the Russian Federation's withdrawal from
the Treaty on Conventional Armed Forces in Europe (CFE Treaty),” Ministry of Foreign Affairs of the Russian
Federation, November 7, 2023 [https://mid.ru/en/foreign_policy/news/1913546/].";;;;;;;;;;;;;;;;;;;;;
296;7 November 2023;W;W7;NATO condemned Russia’s CFE withdrawal as a move to “systematically undermine Euro-Atlantic security.”;"“North Atlantic Council statement on the Allied response to Russia's withdrawal from the Treaty on
Conventional Armed Forces in Europe,” NATO, November 7, 2023
[https://www.nato.int/cps/en/natohq/official_texts_219811.htm]; “United States will suspend the operation of its obligations under the treaty on conventional armed forces in
Europe,” U.S. Department of State, November 7, 2023 [https://2021-2025.state.gov/united-states-will-suspend-
the-operation-of-its-obligations-under-the-treaty-on-conventional-armed-forces-in-europe/].";;;;;;;;;;;;;;;;;;;;;
297;7 November 2023, 8 November 2023;W;W7;"In Japan, the G7 expressed “strongest possible” support for Ukraine; condemned Russia’s “irresponsible nuclear rhetoric” and deployment of nuclear weapons in Belarus as “unacceptable;”[…]";"""G7 Japan 2023 Foreign Ministers’ Statement,” U.S. Department of State, November 8, 2023 [https://2021-
2025.state.gov/g7-japan-2023-foreign-ministers-statement].";;;;;;;;;;;;;;;;;;;;;
298;7 November 2023, 8 November 2023;W;W2;[…] and warned that any use of chemical, biological, or nuclear weapons would face “severe consequences.”;"""G7 Japan 2023 Foreign Ministers’ Statement,” U.S. Department of State, November 8, 2023 [https://2021-
2025.state.gov/g7-japan-2023-foreign-ministers-statement].";;;;;;;;;;;;;;;;;;;;;
299;8 November 2023;R;R6;Patrushev: Washington’s “destructive” policies increased the risk of nuclear, chemical, or biological weapons use.;"“Putin ally: West increasing risk of weapons of mass destruction being used,” Reuters, November 8, 2023
[https://www.reuters.com/world/russias-patrushev-says-west-stoking-risk-nuclear-weapons-will-be-used-
2023-11-08/].";;;;;;;;;;;;;;;;;;;;;
300;29. November 2023;R;R6;"Ryabkov: Russia’s suspended New START due to growing concerns about strategic stability; this path could trigger an arms race Washington would not win.";"“I don’t think that relations between Russia and NATO will be restored,” IZESTIA, November 29, 2023
[https://iz.ru/1612456/semen-boikov/ia-ne-dumaiu-chto-otnosheniia-rossii-i-nato-vosstanoviatsia].";;;;;;;;;;;;;;;;;;;;;
301;6 December 2023;W;W7;"The G7 labeled Russia’s “irresponsible nuclear rhetoric” and efforts to “undermine arms control regimes” as “unacceptable;” nuclear threats—or any use of nuclear weapons—in the Ukraine context were “inadmissible.”";"""G7 Leaders’ Statement: 6 December 2023,” Government of the United Kingdom, December 6, 2023
[https://www.gov.uk/government/news/g7-leaders-statement-6-december-2023].";;;;;;;;;;;;;;;;;;;;;
302;17 December 2023;R;R8;Putin stated Russia had “no reason” or “interest” to fight NATO countries, and instead was “interested in developing relations” with them.;"“Russia interested in developing relations with NATO countries — Putin,” TASS, December 17, 2023
[https://tass.com/politics/1722423].";;;;;;;;;;;;;;;;;;;;;
303;19 December 2023;R;R8;Putin says NATO was entering a “new stage” of advancing toward Russian border, but denied NATO would be “next” if Russia won, stressing that Moscow “never needed” NATO.;"""Expanded meeting of Defence Ministry Board,” President of Russia, December 19, 2023
[http://en.kremlin.ru/events/president/transcripts/73035].";;;;;;;;;;;;;;;;;;;;;
304;19 December 2023;R;R1;Shoigu: Russia’s nuclear triad ensures “strategic deterrence,” a recent exercise simulating a “massive retaliatory nuclear attack” in response to WMD use.;"""Expanded meeting of Defence Ministry Board,” President of Russia, December 19, 2023
[http://en.kremlin.ru/events/president/transcripts/73035].";;;;;;;;;;;;;;;;;;;;;
305;29 December 2023;W;W4;Biden condemns Russia’s largest aerial assault on Ukraine, warning it threatened NATO allies and increased risk of direct US involvement – need to “stop” Putin.;"“Statement from President Joe Biden on Russia’s Aerial Assault on Ukraine,” U.S. Embassy & Consulates in
Russia, December 29, 2023 [https://ru.usembassy.gov/statement-from-president-joe-biden-on-russias-aerial-
assault-on-ukraine/].";;;;;;;;;;;;;;;;;;;;;
306;9 January 2024;R;R1;Shoigu outlines 2024 defense priorities, including maintaining the nuclear triad’s “high combat readiness” to ensure global strategic balance.;"Russia to focus on provisioning of troops,” TASS, January 9, 2024 [https://tass.com/defense/1730017]; “Russian forces to do everything to eliminate threats similar to Belgorod attack — Kremlin,” TASS, January 9,
2024 [https://tass.com/politics/1730009].";;;;;;;;;;;;;;;;;;;;;
307;18 January 2024;R;R6;"Lavrov criticizes the US pursuit of “military dominance;” argues risks of direct nuclear confrontation are growing due to NATO considering training troops for Ukraine. Russia is working on preventing nuclear war, but the West must regain an “elementary sense of fear.” Yet Putin had not threatened nuclear use, in contrast to Western leaders.";"“Foreign Minister Sergey Lavrov’s statement and answers to media questions during a news conference on
Russia’s foreign policy performance in 2023, Moscow, January 18, 2024,” Ministry of Foreign Affairs of the Russian
Federation, January 18, 2024 [https://mid.ru/en/foreign_policy/news/1926392/].";;;;;;;;;;;;;;;;;;;;;
308;26 January 2024;W;W1;Wallander: NATO’s aim is not to provoke war with Russia but to enhance defensive capabilities. Yet Washington wants to prevent the Black Sea from becoming a “Russian Lake.”;"“Black Sea Security Conference,” CPC, January 26, 2024 [https://www.caspianpolicy.org/research/press-
releases/black-sea-security-conference].";;;;;;;;;;;;;;;;;;;;;
309;07 February 2024;R;R2;Medvedev: In the event of a military confrontation, Russia would deploy “ballistic and cruise missiles carrying special warheads” to defend against NATO’s conventional superiority. “This is exactly that very Apocalypse. The end to everything.”;"Dmitry Medvedev, Twitter, February 7, 2024
[https://x.com/MedvedevRussiaE/status/1755156425100103681]; and Dmitry Medvedev, Telegram, February
7, 2024 [https://x.com/MedvedevRussiaE/status/1755156425100103681].";;;;;;;;;;;;;;;;;;;;;
310;08 February 2024;R;R8;Putin: NATO’s eastward expansion violated past promises, yet Russia had no interest in attacking Poland or Latvia. He dismisses Western nuclear fears as manipulation to gain public support.;"“Interview to Tucker Carlson,” President of Russia, February 9, 2024
[http://www.en.kremlin.ru/events/president/transcripts/interviews/73411].";;;;;;;;;;;;;;;;;;;;;
311;20 February 2024;R;R8;Shoigu: Russia has no plans to deploy nuclear weapons in space.;"“Meeting with Defence Minister Sergei Shoigu,” President of Russia, February 20, 2024
[http://en.kremlin.ru/events/president/news/73506].";;;;;;;;;;;;;;;;;;;;;
312;20 February 2024;R;R6;Shoigu: But key nuclear-capable systems—Poseidon, Peresvet, Burevestnik, and Sarmat—were nearing completion and for the West these were “something they should be afraid of.”;"“Meeting with Defence Minister Sergei Shoigu,” President of Russia, February 20, 2024
[http://en.kremlin.ru/events/president/news/73506].";;;;;;;;;;;;;;;;;;;;;
313;26 February 2024;W;W4;"Macron says “nothing can be ruled out” regarding the potential deployment of Western troops to Ukraine, despite no current consensus; Fico cites a restricted document suggesting EU plans for bilateral deployments.";"New York Post, “French President Macron does not rule out Europe sending troops to Ukraine,” YouTube,
February 26, 2024 [https://www.youtube.com/watch?v=E9sHZ-jXNAs]; and Sylvie Corbet, “Putting Western
troops on the ground in Ukraine is not ‘ruled out’ in the future, French leader says,” AP News, February 26, 2024
[https://apnews.com/article/paris-conference-support-ukraine-zelenskyy-
c458a1df3f9a7626128cdeb84050d469]; Sejla Ahmatovic, “Slovak PM says EU, NATO members weighing sending troops to Ukraine,” Politico, February
26, 2024 [https://www.politico.eu/article/slovak-pm-fico-says-eu-and-nato-states-consider-sending-troops-to-
ukraine/].";;;;;;;;;;;;;;;;;;;;;
314;26 February 2024;W;W8;Duda, Scholz, Sunak, Meloni firmly deny any intentions to send troops.;"Lipika Pelham and Lou Newton, “Nato allies reject Emmanuel Macron idea of troops to Ukraine,” BBC News,
February 27, 2024 [https://www.bbc.com/news/world-europe-68417223].";;;;;;;;;;;;;;;;;;;;;
315;28 February 2024;R;R6;Zakharova condemns Macron’s troop deployment comments as “an escalation in hostilities,” but emphasizes lack of unity among EU leaders. Official or unofficial EU military involvement would mean “direct confrontation.”;"“Briefing by Foreign Ministry Spokeswoman Maria Zakharova, Moscow, February 28, 2024,” Ministry of Foreign
Affairs of the Russian Federation, February 28, 2024 [https://mid.ru/en/foreign_policy/news/1935534/].";;;;;;;;;;;;;;;;;;;;;
316;28 February 2024;R;R2;Peskov: If NATO troops were sent to Ukraine, a direct clash with Russia would become not just possible, but inevitable.;"Guy Faulconbridge, “Kremlin warns of conflict with NATO if alliance troops fight in Ukraine,” Reuters, February
27, 2024 [https://www.reuters.com/world/europe/kremlin-warns-conflict-with-nato-if-alliance-troops-fight-
ukraine-2024-02-27/].";;;;;;;;;;;;;;;;;;;;;
317;29 February 2024;R;R8;Putin expresses readiness for strategic dialogue with the US but criticized Washington’s “hypocrisy” for seeking talks while aiming for Russia’s “strategic defeat.” He denies nuclear space weaponization claims. ;"“Presidential Address to the Federal Assembly,” President of Russia, February 29, 2024
[http://en.kremlin.ru/events/president/news/73585].";;;;;;;;;;;;;;;;;;;;;
318;29 February 2024;R;R6;Putin: Yet NATO troops in Ukraine would trigger “grave consequences.”;"“Presidential Address to the Federal Assembly,” President of Russia, February 29, 2024
[http://en.kremlin.ru/events/president/news/73585].";;;;;;;;;;;;;;;;;;;;;
319;1 March 2024;R;R3;Russia test-fires RS-24 Yars ICBM after Putin’s nuclear forces statement.;"“Russia tests RS-24 Yars intercontinental missile for nuclear capability,” Defense News Army, March 4, 2024
[https://www.armyrecognition.com/news/army-news/2024/russia-tests-rs-24-yars-intercontinental-missile-
for-nuclear-capability].";;;;;;;;;;;;;;;;;;;;;
320;4 March 2024;R;R6;Medvedev: Russian attack on Ukraine is a “forced response” to “Russophobic” West and nuclear conflict risk today greater than during Cuban Missile Crisis.;"Rossiyskoye obschestvo Znaniye [Russian community Knowledge], “Dmitry Medvedev polnaya versiya
vystupleniya na Znaniye. Pervye na Vsemirnom festival molodezhy 2024” [Dmitrz Medvedev full version of his
speech on Knowledge. First at the World Youth Festival 2024], YouTube, March 5, 2024
[https://www.youtube.com/watch?v=ifElzyJ5n1s]; and Taras Kuzio, “Ukraine is Russia”: Medvedev reveals
imperial ambitions fueling invasion,” Atlantic Council, March 4, 2024
[https://www.atlanticcouncil.org/blogs/ukrainealert/ukraine-is-russia-medvedev-reveals-imperial-ambitions-
fueling-invasion/].";;;;;;;;;;;;;;;;;;;;;
321;4 March 2024;R;R5;Shoigu: Russia strengthens military forces near its borders to counter Finland’s and potentially Sweden’s NATO entry.;"""Opening remarks by the Minister of Defence of the Russian Federation, General of the Army Sergei Shoigu, at a
thematic conference call with the leadership of the Armed Forces of the Russian Federation,” Ministry of Defense
of the Russian Federation, March 5, 2024 [https://telegra.ph/Vstupitelnoe-slovo-Ministra-oborony-Rossijskoj-
Federacii-generala-armii-Sergeya-SHojgu-na-tematicheskom-selektornom-soveshchanii-03-05]; and Russian
Ministry of Defense, Telegram, March 5, 2024 [https://t.me/mod_russia/36298]; and “Russia says it strengthens
military forces in Europe in response to NATO,” Reuters, March 5, 2024
[https://www.reuters.com/world/europe/russia-says-it-strengthens-military-forces-europe-response-nato-
2024-03-05/].";;;;;;;;;;;;;;;;;;;;;
322;5 March 2024;W;W8;Kirby: No US troops will be “on the ground fighting inside Ukraine.”;"""White House Daily Briefing,” C-SPAN, March 6, 2024 [https://www.c-span.org/program/public-affairs-
event/white-house-daily-briefing/639317?534024/].";;;;;;;;;;;;;;;;;;;;;
323;6 March 2024;R;R8;Zakharova: No plans for direct aggression against anyone.;"“Briefing by the official representative of the Russian MFA M.V. Zakharova, Sochi, March 6, 2024,” Ministry of
Foreign Affairs of the Russian Federation, March 6, 2024
[https://www.mid.ru/ru/foreign_policy/news/1937138/].";;;;;;;;;;;;;;;;;;;;;
324;6 March 2024;R;R6;Zakharova: But any threat to Russia’s security will not be “left without a response. ;"“Briefing by the official representative of the Russian MFA M.V. Zakharova, Sochi, March 6, 2024,” Ministry of
Foreign Affairs of the Russian Federation, March 6, 2024
[https://www.mid.ru/ru/foreign_policy/news/1937138/].";;;;;;;;;;;;;;;;;;;;;
325;8 March 2024;W;W8;Lecornu: Macron’s troop remarks “taken out of context” – rules out combat troops to Ukraine, but allows for training and mine clearance missions.;"“France’s defense minister says sending combat troops to Ukraine 'not on table,” Le Monde, March 8, 2024
[https://www.lemonde.fr/en/france/article/2024/03/08/france-s-defense-minister-says-sending-combat-
troops-to-ukraine-not-on-table_6598032_7.html].";;;;;;;;;;;;;;;;;;;;;
326;8 March 2024;W;W8;Cameron opposes sending troops to Ukraine, warns UK “should not create obvious targets,” but says Russian victory would be “very bad and destabilizing for Europe.”;"“Interview von Daniel Brössler und Paul-Anton Krüger,” Süddeutsche Zeitung, March 8, 2024
[https://www.sueddeutsche.de/projekte/artikel/politik/david-cameron-interview-nato-ukraine-taurus-scholz-
usa-trump-israel-e095522/?reduced=true]; and “UK’s David Cameron opposes sending troops to Ukraine, even
for training,” Le Monde, March 10, 2024 [https://www.lemonde.fr/en/international/article/2024/03/09/uk-s-
david-cameron-opposes-sending-troops-to-ukraine-even-for-training_6600877_4.html]; and Barney Davis,
“David Cameron says sending foreign troops to Ukraine would provide ‘targets’ for Russia,” Independent, March
10, 2024 [https://www.independent.co.uk/news/world/europe/david-cameron-russia-ukraine-targets-britain-
b2510263.html].";;;;;;;;;;;;;;;;;;;;;
